,Желаемая вакансия,Желаемая зарплата,Пол,Возраст,Местонахождения,Общий стаж,Работодатели,Ключевые навыки,Образование,Знание языков
25,Менеджер по продажам,35 900 руб.,Мужчина,42 года,ЕКАТЕРИНБУРГ,Опыт работы 6 лет 5 месяцев,"['ООО ЕВРОКОЛЕСА', 'ПРИЦЕПЫ УРАЛА', 'ООО ПОРТО-УРАЛ']","['ТЕЛЕФОННЫЕ ПЕРЕГОВОРЫ', 'РАБОТА С ТЕКУЩЕЙ БАЗОЙ КЛИЕНТОВ', 'ЗАКЛЮЧЕНИЕ ДОГОВОРОВ', '1С: ПРЕДПРИЯТИЕ 8', 'ПРЯМЫЕ ПРОДАЖИ', 'ДЕЛОВОЕ ОБЩЕНИЕ', 'ВОДИТЕЛЬСКОЕ УДОСТОВЕРЕНИЕ КАТЕГОРИИ B', 'СОСТАВЛЕНИЕ ДОГОВОРОВ', 'ДОКУМЕНТАЛЬНОЕ СОПРОВОЖДЕНИЕ', 'ПОЛЬЗОВАТЕЛЬ ПК', 'ЗАКУПКА ТОВАРОВ И УСЛУГ', 'РОЗНИЧНАЯ ТОРГОВЛЯ', 'КОНСУЛЬТИРОВАНИЕ КЛИЕНТОВ ПО ТЕЛЕФОНУ', 'ОПТОВЫЕ ПРОДАЖИ']",['МАШИНОСТРОИТЕЛЬНЫЙ ТЕХНИКУМ'],['РУССКИЙ']
26,Менеджер по продажам,50 000 руб.,Мужчина,29 лет,КАЗАНЬ,Опыт работы 5 лет 6 месяцев,"['ООО «АРСАНСОФТ""', 'ООО ГК «А1» КАЗАНЬ ', 'ООО "" ЭНЕРГОАУДИТ ""', 'ООО ПРЕМЕУМФАРМА', 'ЛОГИСТИКА СВЯЗНОЙ']",,"['КАЗАНСКИЙ НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ ИМ. А.Н. ТУПОЛЕВА, КАЗАНЬ', 'ПРОШЕЛ КУРСЫ НАВЫКОВ И ЗНАНИЙ НА ДОЛЖНОСТЬ МЕНЕДЖЕРА ПО ПЕРСОНАЛУ']","['РУССКИЙ', 'АНГЛИЙСКИЙ']"
27,Менеджер по продажам,60 000 руб.,Мужчина,20 лет,СИМФЕРОПОЛЬ,Опыт работы 2 года,"['КОНСУЛЬТАНТПЛЮС', 'SERCONS', 'ГРУППА КОМПАНИЙ МТС']","['РАБОТА С ЖАЛОБАМИ КЛИЕНТОВ', 'РАБОТА С КЛЮЧЕВЫМИ КЛИЕНТАМИ', 'B2C ПРОДАЖИ', 'B2B ПРОДАЖИ', 'РАБОТА С ВОЗРАЖЕНИЯМИ']",['МБОУ ГОРЕВСКАЯ СОШ С.ГОРЕВО'],"['РУССКИЙ', 'АНГЛИЙСКИЙ']"
28,Менеджер по продажам,70 000 руб.,Женщина,22 года,МОСКВА,Опыт работы 3 года 1 месяц,"['МОСКОВСКИЙ ФИНАНСОВО-ПРОМЫШЛЕННЫЙ УНИВЕРСИТЕТ ""СИНЕРГИЯ""', 'ЦОБД ПАРТНЕР', 'АО ДСК', 'РЕСТОРАН #БАЛКОН', 'ООО ""ЭЛЬДОРАДО""']","['СТРЕССОУСТОЙЧИВОСТЬ', 'КОММУНИКАБЕЛЬНОСТЬ', 'ОТВЕТСТВЕННОСТЬ']","['РОССИЙСКАЯ АКАДЕМИЯ НАРОДНОГО ХОЗЯЙСТВА И ГОСУДАРСТВЕННОЙ СЛУЖБЫ ПРИ ПРЕЗИДЕНТЕ РФ, МОСКВА']","['РУССКИЙ', 'АНГЛИЙСКИЙ', 'НЕМЕЦКИЙ']"
29,Региональный менеджер по продажам,40 000 руб.,Мужчина,47 лет,ЙОШКАР-ОЛА,Опыт работы 21 год,"['ООО""МДОРФ""', 'ООО ""РУССКИЙ СВЕТ""', 'ООО ""СПЭКО""', 'ООО ""ГРАНЬ""', 'ПРОФИЛЬДЕКОР', 'ТБМ-ПОВОЛЖЬЕ', 'ООО ""ГАРДИАН""', 'ООО БИОМАШПРИБОР']","['УМЕНИЕ РАБОТАТЬ В КОМАНДЕ', 'ПОЛЬЗОВАТЕЛЬ ПК', 'ДЕЛОВАЯ ПЕРЕПИСКА', 'РАБОТА С ОРГТЕХНИКОЙ', 'ПРЯМЫЕ ПРОДАЖИ', 'ДЕЛОВОЕ ОБЩЕНИЕ', 'ВЕДЕНИЕ КЛИЕНТСКОЙ БАЗЫ', 'НАВЫКИ СОСТАВЛЕНИЯ ОТЧЕТНОСТИ', 'ГРАМОТНАЯ РЕЧЬ', 'ПЛАНИРОВАНИЕ ПРОДАЖ', 'НАВЫКИ РАБОТЫ С ВОЗРАЖЕНИЯМИ', 'НАВЫКИ ТЕЛЕФОННЫХ ПРОДАЖ', 'РАБОТА С ВОЗРАЖЕНИЯМИ', 'ВОДИТЕЛЬСКОЕ УДОСТОВЕРЕНИЕ КАТЕГОРИИ B', 'ПОИСК ИНФОРМАЦИИ В ИНТЕРНЕТ', 'ТЕЛЕФОННЫЕ ПЕРЕГОВОРЫ']","['КАРМЕТИ', 'ПОВОЛЖСКИЙ ГОСУДАРСТВЕННЫЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ']","['РУССКИЙ', 'НЕМЕЦКИЙ']"
30,Менеджер по продажам,40 000 руб.,Женщина,43 года,МОСКВА,Опыт работы 6 лет 5 месяцев,"['ПЕРРИНО ', 'ООО ОРТОСЛИП', 'ПАЛЬМЕТТА', 'ООО АНГСТРЕМ', 'ООО ""КЛАССИКА-ИНТЕРЬЕРА""']","['УМЕНИЕ ВЕСТИ ПЕРЕГОВОРЫ', 'УВЕРЕННОЕ ВЛАДЕНИЕ ПК, ЗНАНИЕ 1С', 'СОСТАВЛЕНИЕ И ЗАКЛЮЧЕНИЕ ДОГОВОРОВ', 'ВЕДЕНИЕ И РАСШИРЕНИЕ КЛИЕНТСКОЙ БАЗЫ', 'БАНКОВСКОЕ КАССОВОЕ ОБСЛУЖИВАНИЕ']","['СПЕЦИАЛИЗИРОВАННОЕ ПРОФЕССИОНАЛЬНО-ТЕХНИЧЕСКОЕ УЧИЛИЩЕ №62', 'СТУПЕНИ ПРОДАЖ', 'ТРЕНИНГИ ', 'ТРЕНИНГ ВНУТРИ КОМПАНИИИ']",['РУССКИЙ']
31,Менеджер по продажам (по закупкам),50 000 руб.,Мужчина,33 года,КРАСНОДАР,Опыт работы 6 лет 9 месяцев,"['INTROVERT', 'ООО ""ДВК-ГРУПП""', '""ОПТОВИК""', 'TIENS', 'ООО «АЙ-ТИ-БИ»', 'ООО «АЙ-ТИ-БИ»', 'ЗИП ""ЭНЕРГОМЕРА""', 'СКОРАЯ КОМПЬЮТЕРНАЯ ПОМОЩЬ', 'ИП РЕУ', 'СКОРАЯ КОМПЬЮТЕРНАЯ ПОМОЩЬ', 'ЗАО «ТАНДЕР» ГИПЕРМАРКЕТ «МАГНИТ»']","['ХОЛОДНЫЕ ПРОДАЖИ', 'ЗАКУПКИ', 'ПРЯМЫЕ ПРОДАЖИ', '1С: ПРЕДПРИЯТИЕ 8', 'ДОКУМЕНТООБОРОТ', 'ХОЛОДНЫЕ ЗВОНКИ', 'ПОИСК И ПРИВЛЕЧЕНИЕ КЛИЕНТОВ', 'ЗАКЛЮЧЕНИЕ ДОГОВОРОВ', 'ЛОГИСТИКА ПОСТАВОК', 'ПОЛЬЗОВАТЕЛЬ ПК', 'КОНСУЛЬТАТИВНЫЕ ПРОДАЖИ', 'ЗАКУПКА ТОВАРОВ И УСЛУГ', 'РАБОТА С ПОСТАВЩИКАМИ', 'РАБОТА С КЛИЕНТАМИ', 'УПРАВЛЕНИЕ ЦЕПОЧКОЙ ПОСТАВОК', 'СОПРОВОЖДЕНИЕ КЛИЕНТОВ', '1С: ДОКУМЕНТООБОРОТ', 'НАВЫКИ ПЕРЕГОВОРОВ', 'РАСЧЕТЫ С ПОКУПАТЕЛЯМИ', 'ЗНАНИЕ ТЕХНИКИ ПРОДАЖ', 'ВЕДЕНИЕ КЛИЕНТСКОЙ БАЗЫ', 'УПРАВЛЕНИЕ ПРОДАЖАМИ', 'КОНТРОЛЬ ПОСТАВОК', 'УПРАВЛЕНИЕ ПРОЕКТАМИ', 'ОРИЕНТАЦИЯ НА РЕЗУЛЬТАТ']","['НЕВИННОМЫССКИЙ ИНСТИТУТ ЭКОНОМИКИ, УПРАВЛЕНИЯ И ПРАВА, НЕВИННОМЫССК', 'НЕВИННОМЫССКИЙ ИНСТИТУТ ЭКОНОМИКИ, УПРАВЛЕНИЯ И ПРАВА, НЕВИННОМЫССК', 'НЕВИННОМЫССКИЙ ХИМИЧЕСКИЙ КОЛЛЕДЖ']","['РУССКИЙ', 'АНГЛИЙСКИЙ', 'НЕМЕЦКИЙ']"
32,Менеджер по продажам,80 000 руб.,Мужчина,30 лет,МОСКВА,Опыт работы 10 лет 10 месяцев,"['KLER', 'BOCONCEPT', 'РМБ БАНК', 'РИА-БАНК, ИКБ', 'ПАО БАНК ОНЕГО', 'ФИНАНСОВЫЙ СТАНДАРТ  КБ,']","['ЦФТ, ДИАСОФТ,МУЛЬТИКАССА, ОПЫТНЫЙ ПОЛЬЗОВАТЕЛЬ ПК', 'КАССОВЫЕ ОПЕРАЦИИ', 'ПОЛЬЗОВАТЕЛЬ ПК', 'MS OFFICE', 'КАССОВЫЕ ДОКУМЕНТЫ', 'УМЕНИЕ РАБОТАТЬ В КОЛЛЕКТИВЕ', 'ПЕРВИЧНАЯ ДОКУМЕНТАЦИЯ', 'ВЕДЕНИЕ ПЕРЕГОВОРОВ', 'ВОДИТЕЛЬСКОЕ УДОСТОВЕРЕНИЕ КАТЕГОРИИ B', 'MS OUTLOOK', 'ТЕЛЕФОННЫЕ ПЕРЕГОВОРЫ', 'РАБОТА В КОМАНДЕ', '1C: БУХГАЛТЕРИЯ', 'РАБОТА С ЖАЛОБАМИ КЛИЕНТОВ', 'КОНСУЛЬТИРОВАНИЕ КЛИЕНТОВ', 'MS WORD', 'РАБОТА С ЛЮДЬМИ', 'MS POWERPOINT', 'ADOBE PHOTOSHOP', 'АКТИВНЫЕ ПРОДАЖИ', 'УПРАВЛЕНИЕ ПЕРСОНАЛОМ', 'РАБОТА С БОЛЬШИМ ОБЪЕМОМ ИНФОРМАЦИИ', 'УЧАСТОК ""КАССА""', 'ОРГАНИЗАТОРСКИЕ НАВЫКИ', '1С: ПРЕДПРИЯТИЕ 8', 'НАВЫКИ ПРОДАЖ', 'ДЕЛОВОЕ ОБЩЕНИЕ', 'ДЕЛОВАЯ ПЕРЕПИСКА', 'AMOCRM']",['СОШ 1049'],['РУССКИЙ']
33,"Менеджер по продажам, продавец консультант,администратор",70 000 руб.,Женщина,29 лет,САНКТ-ПЕТЕРБУРГ,Опыт работы 9 лет 6 месяцев,"['ПОЛ СТРАНЫ', 'ООО ТД ""УПРАВДОМ""', 'АСЦ ИМПУЛЬС', 'ООО ""ЕВРОСЕТЬ-РИТЕЙЛ""']","['ЗНАНИЕ ТЕХНИКИ ПРОДАЖ,РАБОТА С КАССОЙ,1С 7 И 8,ЗАКЛЮЧЕНИЕ ДОГОВОРОВ,УПРАВЛЕНИЕ ПЕРСОНАЛОМ.']",['ТЕХНИКУМ ЭКОНОМИКИ БИЗНЕСА И РЕКЛАМЫ'],['РУССКИЙ']
34,Менеджер по продажам,35 000 руб.,Мужчина,29 лет,КРАСНОДАР,Опыт работы 10 лет 7 месяцев,"['ЮЖНАЯ СНЕКОВАЯ КОМПАНИЯ', 'ЦИФРАМАРТ', 'СЕКОНДПК', 'СЕКОНДПК', 'КОМПЬЮТЕР-ЛЭНД']","['АКТИВНЫЕ ПРОДАЖИ', 'НАСТРОЙКА СМАРТФОНОВ И ПЛАНШЕТОВ', 'НАСТРОЙКА И РЕМОНТ НОУТБУКОВ', 'ВОДИТЕЛЬСКОЕ  УДОСТОВЕРЕНИЕ КАТЕГОРИИ BC', 'УМЕНИЕ НАХОДИТЬ ОБЩИЙ ЯЗЫК С КЛИЕНТОМ', 'НАСТРОЙКА РОУТЕРОВ И МОДЕМОВ', 'ПРЕДПРОДАЖНАЯ ПОДГОТОВКА И НАСТРОЙКА ТОВАРА', 'УСТАНОВКА ДОПОЛНИТЕЛЬНОГО ПО', 'СБОРКА ПК', '1С-БИТРИКС', '1С: УПРАВЛЕНИЕ ТОРГОВЛЕЙ', '1С АДМИНИСТРИРОВАНИЕ', '1С: ТОРГОВЛЯ', 'НАСТРОЙКА ПО', 'АДМИНИСТРИРОВАНИЕ САЙТОВ', 'КОНСУЛЬТИРОВАНИЕ', 'КОНСУЛЬТАТИВНЫЕ ПРОДАЖИ', 'НАСТРОЙКА ПК', 'ADOBE PHOTOSHOP', 'РАБОТА С БАЗАМИ ДАННЫХ', '1С: РОЗНИЦА', 'ИНФОРМАЦИОННЫЕ ТЕХНОЛОГИИ', 'СОЗДАНИЕ САЙТОВ', 'РАБОТА С КЛИЕНТАМИ', 'B2B ПРОДАЖИ', 'АДМИНИСТРАТИВНАЯ ПОДДЕРЖКА РУКОВОДИТЕЛЯ', 'АВТОМАТИЗАЦИЯ ПРОДАЖ', 'КОНСУЛЬТИРОВАНИЕ КЛИЕНТОВ', 'КОНСУЛЬТИРОВАНИЕ КЛИЕНТОВ ПО ТЕЛЕФОНУ', 'ПРОДАЖА ДОПОЛНИТЕЛЬНЫХ УСЛУГ И ОБОРУДОВАНИЯ']","['СТАВРОПОЛЬСКИЙ ИНСТИТУТ БИЗНЕСА И ТЕХНОЛОГИЙ ""БИЗНЕСТРАНС"", СТАВРОПОЛЬ']","['РУССКИЙ', 'АНГЛИЙСКИЙ', 'СЕРБСКИЙ']"
35,Менеджер по продажам,100 000 руб.,Женщина,42 года,МОСКВА,Опыт работы 17 лет 7 месяцев,"['AKRON DEVELOPMENT', 'ООО ГРИНСТЕЙТ ГРУПП', 'CAPITAL MARS', 'ВНЕ ШТАТА', 'МОНИЧ ГРУП', 'ИРЕА', 'АГЕНТСТВО АЛЬЯНС АН', 'АГЕНТСТВО А-АЛЬЯНС', 'АГЕНТСТВО А-АЛЬЯНС', 'ВИНРЭЙ', 'АГЕНТСТВО ДАН']",,"['СГА', 'КУРСЫ МЕНЕДЖМЕНТА']","['РУССКИЙ', 'АНГЛИЙСКИЙ']"
36,Менеджер по продажам,90 000 руб.,Мужчина,28 лет,МОСКВА,Опыт работы 7 лет 1 месяц,"['HORN', 'TODAALMA', 'ЭКСПО-ТОРГ', 'РИАЛ.ПРО']","['ПОЛЬЗОВАТЕЛЬ ПК', '1С: ТОРГОВЛЯ', 'РАБОТА С ТЕКУЩЕЙ БАЗОЙ КЛИЕНТОВ', 'НАВЫКИ ПРОДАЖ', 'ПОИСК И ПРИВЛЕЧЕНИЕ КЛИЕНТОВ', 'АНАЛИТИЧЕСКИЕ СПОСОБНОСТИ', 'РАЗВИТИЕ ПРОДАЖ', 'ОПТОВЫЕ ПРОДАЖИ', 'ПРЯМЫЕ ПРОДАЖИ', 'ВЕДЕНИЕ ПЕРЕГОВОРОВ', 'УПРАВЛЕНИЕ ПРОДАЖАМИ', 'ПРОВЕДЕНИЕ ПРЕЗЕНТАЦИЙ', 'РАБОТА В КОМАНДЕ', 'АКТИВНЫЕ ПРОДАЖИ', 'B2B ПРОДАЖИ', 'ТЕЛЕФОННЫЕ ПЕРЕГОВОРЫ', 'ЗАКЛЮЧЕНИЕ ДОГОВОРОВ', 'ПЛАНИРОВАНИЕ ПРОДАЖ', 'АНАЛИТИКА ПРОДАЖ', 'ПОИСК ИНФОРМАЦИИ В ИНТЕРНЕТ', 'ВЕДЕНИЕ КЛИЕНТСКОЙ БАЗЫ', 'ХОЛОДНЫЕ ЗВОНКИ']","['ЮГО-ЗАПАДНЫЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ, КУРСК', 'КУРСКИЙ ЭЛЕКТРОМЕХАНИЧЕСКИЙ ТЕХНИКУМ']","['РУССКИЙ', 'АНГЛИЙСКИЙ']"
37,Менеджер по продажам,70 000 руб.,Мужчина,32 года,МОСКВА,Опыт работы 10 лет 8 месяцев,"['ООО ""Б-152""', 'ООО ""ДЕЛОМЕДИКАЛ"" (ООО ""ДИАМЕД"")', 'ООО ""ОРЕОЛ ФИНАНС""', 'ООО ""ЦЕНТР НЕЗАВИСИМЫХ ЭКСПЕРТНЫХ ОЦЕНОК""', 'ООО ""ЦЕНТР СТРАТЕГИЧЕСКОГО ПАРТНЕРСТВА""', '2YD STUDIO']","['ВЕДЕНИЕ ПЕРЕГОВОРОВ', 'ПРЯМЫЕ ПРОДАЖИ', 'КЛИЕНТООРИЕНТИРОВАННОСТЬ', 'КОНСУЛЬТИРОВАНИЕ КЛИЕНТОВ', 'ВЕДЕНИЕ КЛИЕНТСКОЙ БАЗЫ', 'РАБОТА С КЛЮЧЕВЫМИ КЛИЕНТАМИ', 'НАВЫКИ ПРОДАЖ', 'ВЕДЕНИЕ АКТИВНЫХ КЛИЕНТОВ', 'ПРОВЕДЕНИЕ ПЕРЕГОВОРОВ С ПЕРВЫМИ ЛИЦАМИ КОМПАНИИ', 'ПОДГОТОВКА КОММЕРЧЕСКИХ ПРЕДЛОЖЕНИЙ', 'АКТИВНЫЕ ПРОДАЖИ', 'ПОИСК И ПРИВЛЕЧЕНИЕ КЛИЕНТОВ', '1С']","['УНИВЕРСАЛЬНЫЙ ИНСТИТУТ ИННОВАЦИОННЫХ ТЕХНОЛОГИЙ, МОСКВА']","['РУССКИЙ', 'АНГЛИЙСКИЙ']"
38,Менеджер по продажам и работе с клиентами,35 000 руб.,Мужчина,31 год,ЕКАТЕРИНБУРГ,Опыт работы 9 лет,"['УРАЛ-МИНОЛЬТА', 'ЛКМ СЕРВИС', 'АВТОПРОГРЕСС', 'РИФОРН', 'ТЛК КОВЧЕГ', 'ИНДИВИДУАЛЬНОЕ ПРЕДПРИНИМАТЕЛЬСТВО / ЧАСТНАЯ ПРАКТИКА / ФРИЛАНС', 'DVD САЛОН']","['ПОИСК И ПРИВЛЕЧЕНИЕ КЛИЕНТОВ', 'ХОЛОДНЫЕ ПРОДАЖИ', 'ТРАНСПОРТНАЯ ЛОГИСТИКА', 'ЗАКУПКИ', 'РАЗВИТИЕ ПРОДАЖ', '1С: ТОРГОВЛЯ', 'УПРАВЛЕНИЕ ЦЕПОЧКОЙ ПОСТАВОК', 'ПОДГОТОВКА КОММЕРЧЕСКИХ ПРЕДЛОЖЕНИЙ', 'РАБОТА С ТЕКУЩЕЙ БАЗОЙ КЛИЕНТОВ', 'КОНСУЛЬТИРОВАНИЕ КЛИЕНТОВ ПО ТЕЛЕФОНУ', 'ВХОДЯЩИЕ ЗВОНКИ', 'ТЕНДЕРЫ']",['ГУМАНТИРАНЫЙ УНИВЕРСИТЕТ'],['РУССКИЙ']
39,Менеджер по продажам,70 000 руб.,Мужчина,41 год,КРАСНОДАР,Опыт работы 19 лет 9 месяцев,"['RUSSHORECA', 'INTEGFOOD KRASNODAR', 'INTEGFOOD KRASNODAR', 'ИММОБИЛИЕН 23', 'ООО ""НСИ-ЮГ""', 'ВНУТРЕННИЕ ВОЙСКА МВД РФ', 'ВООРУЖЕННЫЕ СИЛЫ РФ']","['ПОЛЬЗОВАТЕЛЬ ПК', 'ОРГАНИЗАТОРСКИЕ НАВЫКИ', 'ВОДИТЕЛЬСКОЕ УДОСТОВЕРЕНИЕ КАТЕГОРИИ B', 'ПОИСК ИНФОРМАЦИИ В ИНТЕРНЕТ', 'УПРАВЛЕНИЕ ПЕРСОНАЛОМ', 'УМЕНИЕ РАБОТАТЬ В КОМАНДЕ', 'РАБОТА С БОЛЬШИМ ОБЪЕМОМ ИНФОРМАЦИИ', 'УПРАВЛЕНЧЕСКИЕ НАВЫКИ', 'ОРИЕНТАЦИЯ НА РЕЗУЛЬТАТ', 'СТРЕССОУСТОЙЧИВОСТЬ']",['КИРОВСКОЕ ВОЕННО-ТЕХНИЧЕСКОЕ УЧИЛИЩЕ'],['РУССКИЙ']
40,Менеджер по продажам,50 000 руб.,Мужчина,23 года,САМАРА,Опыт работы 2 года 6 месяцев,"['ВЫМПЕЛЬНАЯ ДОСТАВКА', 'ДЕЛОВЫЕ ЛИНИИ']","['КОМУНИКАБЕЛЬНОСТЬ', 'ХОЛОДНЫЕ ЗВОНКИ', 'РАБОТА С ЖАЛОБАМИ КЛИЕНТОВ', 'КЛИЕНТООРИЕНТИРОВАННОСТЬ', 'ПОИСК И ПРИВЛЕЧЕНИЕ КЛИЕНТОВ', 'ПРОВЕДЕНИЕ ПЕРЕГОВОРОВ', 'ТЕЛЕФОННЫЕ ПЕРЕГОВОРЫ', 'АНГЛИЙСКИЙ ЯЗЫК', 'B2B ПРОДАЖИ', 'ПРОДАЖИ ПО МЕТОДУ СПИН']","['САМАРСКАЯ ГУМАНИТАРНАЯ АКАДЕМИЯ, САМАРА', 'ЯНДЕКС ДИРЕКТ', 'БАЗОВЫЕ УПРАВЛЕНЧЕСКИЕ НАВЫКИ', 'ПЕРЕГОВОРЫ', 'ХОЛОДНЫЕ ПРОДАЖИ', 'БАЗА ПРОДАЖ', 'НАДЁЖНОЕ ПЛЕЧО (НАСТАВНИЧЕСТВО)']","['РУССКИЙ', 'АНГЛИЙСКИЙ']"
41,Менеджер по продажам,30 000 руб.,Женщина,29 лет,НОВОСИБИРСК,Опыт работы 4 года 5 месяцев,"['БАРНАУЛЬСКИЙ ХИМИЧЕСКИЙ ЗАВОД', 'МЕГАГРУПП РАЗРАБОТКА']","['ПРЕТЕНЦИОЗНАЯ РАБОТА', 'ВЕДЕНИЕ ПЕРЕГОВОРОВ', 'РАБОТА В КОМАНДЕ', 'ЗАКЛЮЧЕНИЕ ДОГОВОРОВ', 'РАБОТА С ВОЗРАЖЕНИЯМИ', 'РАБОТА С ЖАЛОБАМИ КЛИЕНТОВ', 'ТЕЛЕФОННЫЕ ПЕРЕГОВОРЫ']","['АЛТАЙСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ, БАРНАУЛ']",['РУССКИЙ']
42,Менеджер по продажам оборудования,50 000 руб.,Мужчина,23 года,ЕКАТЕРИНБУРГ,Опыт работы 1 год 8 месяцев,"['ООО ""СОЮЗТРУБПРОМ-ЕК""', 'ООО ПК ВЕНТРАУФ']","['ХОЛОДНЫЕ ПРОДАЖИ', 'РАБОТА С ВОЗРАЖЕНИЯМИ', 'ХОЛОДНЫЕ ЗВОНКИ', 'ПОИСК И ПРИВЛЕЧЕНИЕ КЛИЕНТОВ', 'B2B ПРОДАЖИ', 'ТЕЛЕФОННЫЕ ПЕРЕГОВОРЫ', 'ПОЛЬЗОВАТЕЛЬ ПК', 'ПОДГОТОВКА КОММЕРЧЕСКИХ ПРЕДЛОЖЕНИЙ', 'ДЕЛОВОЕ ОБЩЕНИЕ', 'СОСТАВЛЕНИЕ ДОГОВОРОВ', 'РАБОТА В СТРЕССОВЫХ СИТУАЦИЯХ']","['УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ УНИВЕРСИТЕТ ИМЕНИ ПЕРВОГО ПРЕЗИДЕНТА РОССИИ Б.Н. ЕЛЬЦИНА, ЕКАТЕРИНБУРГ']",['РУССКИЙ']
43,Менеджер по продажам,70 000 руб.,Женщина,32 года,МОСКВА,Опыт работы 3 года 8 месяцев,"['АССОЦИАЦИЯ ЭКСПЕРТОВ «НЦЭ""', 'ДОТКОМ']","['ОПЫТ РАБОТЫ В ДОЛЖНОСТИ  МЕНЕДЖЕРА ПО ПРОДАЖАМ БОЛЕЕ 10 ЛЕТ', 'ОТЛИЧНОЕ ВЛАДЕНИЕ НАВЫКАМИ АКТИВНЫХ ПРОДАЖ', 'УМЕНИЕ РАБОТАТЬ С ВОЗРОЖЕНИЯМИ,НАВЫКИ УПРАВЛЕНИЯ МОТИВАЦИЕЙ КЛИЕНТА', 'НАВЫКИ СОСТАВЛЕНИЯ ГРАМОТНОГО НАПИСАНИЯ СКРИПТА ПО ПРОДАЖАМ']","['КАЛМЫЦКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ, ЭЛИСТА']","['РУССКИЙ', 'ГРЕЧЕСКИЙ']"
44,Ведущий менеджер по продажам,120 000 руб.,Мужчина,27 лет,МОСКВА,Опыт работы 12 лет,"['ROISTAT', '2ГИС', 'ООО НЕОХИМАКС', 'ВТБ ЛИЗИНГ', 'VOGUE ESTATE MOSCOW', 'HOMEHOUSE', 'АРЕНД АРЕНДОВИЧ', 'UNDERGROUND SHOP', 'HELLRIDE']","['ХОЛОДНЫЕ ПРОДАЖИ', 'ХОЛОДНЫЕ ЗВОНКИ', 'ВЕДЕНИЕ ПЕРЕГОВОРОВ', 'ЗАПУСК РЕГИОНАЛЬНЫХ РЕКЛАМНЫХ КАМПАНИЙ', 'ПРОВЕДЕНИЕ ТРЕНИНГА ДЛЯ НОВЫХ СОТРУДНИКОВ', 'ОБУЧЕНИЕ КОМАНДЫ ПРОДАЖ', 'СОЗДАНИЕ САЙТОВ', 'БРЕНД-МЕНЕДЖМЕНТ', 'ЖИЛАЯ НЕДВИЖИМОСТЬ', 'ЭЛИТНАЯ НЕДВИЖИМОСТЬ', 'АКТИВНЫЕ ПРОДАЖИ', 'АНАЛИТИКА ПРОДАЖ', 'КОНКУРЕНТНАЯ АНАЛИТИКА', 'ДОКУМЕНТАЛЬНОЕ СОПРОВОЖДЕНИЕ', 'РАБОТА С БАЗАМИ ДАННЫХ', 'РАБОТА С БОЛЬШИМ ОБЪЕМОМ ИНФОРМАЦИИ', 'РАБОТА С БОЛЬШИМ ПУЛОМ ЗАПРОСОВ', 'ПРОДАЖИ ЧЕРЕЗ ИНТЕРНЕТ', 'АДМИНИСТРАТИВНОЕ УПРАВЛЕНИЕ', 'УПРАВЛЕНИЕ ИНТЕРНЕТ-ПРОЕКТАМИ', 'РАБОТА С ВОЗРАЖЕНИЯМИ', 'КОНСОЛИДАЦИЯ ФИНАНСОВОЙ ОТЧЕТНОСТИ', 'ВЕДЕНИЕ ОТЧЕТНОСТИ', 'РАБОТА С VIP КЛИЕНТАМИ', 'МОБИЛЬНОСТЬ', 'КРЕАТИВНОСТЬ', 'ВЫЯВЛЕНИЕ ПОТРЕБНОСТИ']","['ССЭИ РЭУ ИМ. Г.В. ПЛЕХАНОВА', 'КОНФЕРЕНЦИЯ ПО МИРОВОЙ ЭКОНОМИКЕ']","['РУССКИЙ', 'АНГЛИЙСКИЙ']"
45,Менеджер по продажам,70 000 руб.,Мужчина,34 года,МОСКВА,Опыт работы 3 года 9 месяцев,"['ГЛОБАЛ ФУДС', 'ООО ""ДОБРЫЙ ФЕРМЕР""', 'ООО ""ДАРЫ АРТЕМИДЫ""']","['РАБОТА С ДЕБИТОРСКОЙ ЗАДОЛЖЕННОСТЬЮ', 'РАБОТА С ТЕКУЩЕЙ БАЗОЙ КЛИЕНТОВ', 'ВОДИТЕЛЬСКОЕ УДОСТОВЕРЕНИЕ КАТЕГОРИИ B', 'ВЕДЕНИЕ КЛИЕНТСКОЙ БАЗЫ', 'ВЕДЕНИЕ ПЕРЕГОВОРОВ', 'HORECA', 'ОПТОВЫЕ ПРОДАЖИ', 'СЕТЕВЫЕ ПРОДАЖИ', 'АКТИВНЫЕ ПРОДАЖИ', 'ЗАКЛЮЧЕНИЕ ДОГОВОРОВ', 'ТЕЛЕФОННЫЕ ПЕРЕГОВОРЫ', '1С: ТОРГОВЛЯ']","['ЕЛАБУЖСКИЙ ГОСУДАРСТВЕННЫЙ ПЕДАГОГИЧЕСКИЙ УНИВЕРСИТЕТ', 'ОСНОВЫ ФОТОГРАФИИ, 1+2 СТУПЕНЬ']","['РУССКИЙ', 'АНГЛИЙСКИЙ']"
